model,image_name,label,early_late_spearman,strict_promotion_fraction,promotion_flip_spearman,promotion_flip_top_iou
visformer_small,ILSVRC2012_val_00032046.JPEG,487,0.4241836369037628,0.040816325694322586,0.8931633234024048,0.5555555820465088
visformer_small,ILSVRC2012_val_00032097.JPEG,826,-0.0006122300401329994,0.10204081982374191,0.9578571915626526,0.75
visformer_small,ILSVRC2012_val_00032098.JPEG,745,-0.03540818393230438,0.06122449040412903,0.9515305757522583,0.75
visformer_small,ILSVRC2012_val_00032102.JPEG,19,0.06408163160085678,0.06122449040412903,0.9080612659454346,0.75
visformer_small,ILSVRC2012_val_00032120.JPEG,157,-0.2072449028491974,0.10204081982374191,0.9750000834465027,0.5555555820465088
visformer_small,ILSVRC2012_val_00032188.JPEG,256,0.09867347031831741,0.06122449040412903,0.9701020121574402,0.5555555820465088
visformer_small,ILSVRC2012_val_00032370.JPEG,948,-0.11673468351364136,0.10204081982374191,0.9635714292526245,0.75
visformer_small,ILSVRC2012_val_00032435.JPEG,416,0.1809183806180954,0.020408162847161293,0.8955103158950806,1.0
visformer_small,ILSVRC2012_val_00032552.JPEG,287,0.0303061380982399,0.06122449040412903,0.9127551317214966,0.5555555820465088
visformer_small,ILSVRC2012_val_00032623.JPEG,277,0.10836735367774963,0.08163265138864517,0.9647959470748901,1.0
visformer_small,ILSVRC2012_val_00032646.JPEG,248,-0.05959183722734451,0.10204081982374191,0.917755126953125,0.75
visformer_small,ILSVRC2012_val_00032695.JPEG,996,0.22693875432014465,0.10204081982374191,0.9639796018600464,0.4000000059604645
visformer_small,ILSVRC2012_val_00032723.JPEG,426,0.1479591727256775,0.10204081982374191,0.9212245941162109,0.75
visformer_small,ILSVRC2012_val_00032911.JPEG,543,0.46775513887405396,0.06122449040412903,0.8680612444877625,0.4000000059604645
visformer_small,ILSVRC2012_val_00032926.JPEG,647,0.11765306442975998,0.10204081982374191,0.967755138874054,0.75
visformer_small,ILSVRC2012_val_00032950.JPEG,420,0.07979591190814972,0.040816325694322586,0.979489803314209,0.75
visformer_small,ILSVRC2012_val_00033014.JPEG,119,-0.03173467889428139,0.10204081982374191,0.9310203790664673,0.5555555820465088
visformer_small,ILSVRC2012_val_00033018.JPEG,346,0.0973469465970993,0.020408162847161293,0.9316326379776001,0.5555555820465088
visformer_small,ILSVRC2012_val_00033076.JPEG,99,-0.00418368075042963,0.040816325694322586,0.9146938920021057,0.5555555820465088
visformer_small,ILSVRC2012_val_00033149.JPEG,200,0.03204081207513809,0.08163265138864517,0.9723469018936157,0.75
visformer_small,ILSVRC2012_val_00033150.JPEG,18,0.03755103051662445,0.10204081982374191,0.9712244868278503,0.75
visformer_small,ILSVRC2012_val_00033171.JPEG,796,-0.00561223179101944,0.08163265138864517,0.9811224341392517,0.75
visformer_small,ILSVRC2012_val_00033207.JPEG,534,-0.4524489641189575,0.16326530277729034,0.9733673334121704,0.4000000059604645
visformer_small,ILSVRC2012_val_00033255.JPEG,825,0.36806121468544006,0.020408162847161293,0.8865306377410889,0.5555555820465088
visformer_small,ILSVRC2012_val_00033340.JPEG,90,0.2001020312309265,0.06122449040412903,0.9252040982246399,0.75
visformer_small,ILSVRC2012_val_00033725.JPEG,754,-0.0559183806180954,0.040816325694322586,0.9751020669937134,0.75
visformer_small,ILSVRC2012_val_00033897.JPEG,267,0.4154081642627716,0.020408162847161293,0.9463265538215637,0.75
visformer_small,ILSVRC2012_val_00033960.JPEG,30,0.4534693658351898,0.020408162847161293,0.9252040386199951,0.75
visformer_small,ILSVRC2012_val_00033997.JPEG,183,0.40540820360183716,0.06122449040412903,0.9347960352897644,0.75
visformer_small,ILSVRC2012_val_00034008.JPEG,851,0.16132652759552002,0.040816325694322586,0.9207143187522888,0.5555555820465088
visformer_small,ILSVRC2012_val_00034055.JPEG,179,-0.45336735248565674,0.12244898080825806,0.9816327095031738,0.5555555820465088
visformer_small,ILSVRC2012_val_00034168.JPEG,22,0.47224488854408264,0.06122449040412903,0.9491837024688721,0.5555555820465088
visformer_small,ILSVRC2012_val_00034182.JPEG,552,0.2984694242477417,0.020408162847161293,0.9569387435913086,0.75
visformer_small,ILSVRC2012_val_00034217.JPEG,852,0.2422448992729187,0.020408162847161293,0.9705101847648621,0.75
visformer_small,ILSVRC2012_val_00034225.JPEG,393,0.034795936197042465,0.06122449040412903,0.9142857789993286,1.0
visformer_small,ILSVRC2012_val_00034230.JPEG,375,0.4760204255580902,0.040816325694322586,0.9182653427124023,0.75
visformer_small,ILSVRC2012_val_00034302.JPEG,411,0.13397960364818573,0.06122449040412903,0.8910204172134399,0.5555555820465088
visformer_small,ILSVRC2012_val_00034356.JPEG,163,0.605102002620697,0.020408162847161293,0.9109183549880981,1.0
visformer_small,ILSVRC2012_val_00034359.JPEG,715,-0.5478571057319641,0.1428571492433548,0.9856122732162476,0.5555555820465088
visformer_small,ILSVRC2012_val_00034391.JPEG,921,0.47051024436950684,0.040816325694322586,0.9200000166893005,0.4000000059604645
visformer_small,ILSVRC2012_val_00034406.JPEG,76,0.24959182739257812,0.040816325694322586,0.9451020956039429,0.4000000059604645
visformer_small,ILSVRC2012_val_00034438.JPEG,353,0.12193876504898071,0.020408162847161293,0.9260203838348389,0.75
visformer_small,ILSVRC2012_val_00034459.JPEG,625,-0.11704084277153015,0.08163265138864517,0.976938784122467,0.5555555820465088
visformer_small,ILSVRC2012_val_00034548.JPEG,130,0.24642857909202576,0.040816325694322586,0.9242857694625854,0.27272728085517883
