source_model,sample_index,image_name,layer,condition,global_polarity,global_mode,grid_h,grid_w,drop_count,drop_ratio,global_cosine_clean_masked,kept_token_cosine_clean_masked,score_map_spearman_clean_masked,clean_route_gradient_cosine,view_cosine_to_raw_mean,view_sign_agreement,view_effective_rank
cait_s24_224,34,ILSVRC2012_val_00026332.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9945398569107056,0.9385783672332764,0.7875463366508484,0.014307158067822456,0.1710059493780136,0.464169442653656,19.802806854248047
cait_s24_224,35,ILSVRC2012_val_00026390.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9767546057701111,0.8985316157341003,0.8126593232154846,-0.013572005555033684,0.23457637429237366,0.478898286819458,19.594322204589844
cait_s24_224,36,ILSVRC2012_val_00026397.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9919834733009338,0.9277603030204773,0.8165401220321655,0.0061705028638243675,0.13766613602638245,0.4670998156070709,19.873544692993164
cait_s24_224,37,ILSVRC2012_val_00026436.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9805433750152588,0.8436484932899475,0.7973320484161377,0.022152375429868698,0.230014830827713,0.4681926369667053,19.757862091064453
cait_s24_224,38,ILSVRC2012_val_00026490.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9814890623092651,0.8539578318595886,0.3781431317329407,0.016055293381214142,0.28036290407180786,0.4732474982738495,19.485321044921875
cait_s24_224,39,ILSVRC2012_val_00026510.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9815728664398193,0.8530735969543457,0.7061606645584106,0.033164285123348236,0.17349448800086975,0.46867260336875916,19.704862594604492
cait_s24_224,40,ILSVRC2012_val_00026559.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9865705966949463,0.9180411100387573,0.8381659388542175,0.003068146761506796,0.1805085986852646,0.4709293246269226,19.93260383605957
cait_s24_224,41,ILSVRC2012_val_00026627.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9791809916496277,0.9026259183883667,0.8637187480926514,0.04253891110420227,0.2204059213399887,0.4769096076488495,19.839303970336914
cait_s24_224,42,ILSVRC2012_val_00026692.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9864711761474609,0.9056956768035889,0.5889679789543152,0.2612181603908539,0.3844577968120575,0.4999943673610687,17.458091735839844
cait_s24_224,43,ILSVRC2012_val_00026737.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9808781147003174,0.8194342255592346,0.45101484656333923,0.1091734766960144,0.2567416727542877,0.49235790967941284,19.722694396972656
cait_s24_224,44,ILSVRC2012_val_00026743.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9906283020973206,0.9145339727401733,0.8862704634666443,-0.004536254797130823,0.158726304769516,0.46809396147727966,19.72532844543457
cait_s24_224,45,ILSVRC2012_val_00026754.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.975605309009552,0.8960513472557068,0.4891026020050049,0.008439378812909126,0.2638323903083801,0.5027556419372559,19.670146942138672
