model,sample_index,image_name,target_mode,map_variant,map_rank_spearman,map_top_half_iou,gradcam_zero
cait_s24_224,28,ILSVRC2012_val_00001434.JPEG,predicted,gradcam_abs,-0.3051566183567047,0.23270440101623535,False
cait_s24_224,29,ILSVRC2012_val_00001435.JPEG,predicted,gradcam_abs,-0.11065830290317535,0.29801324009895325,False
cait_s24_224,30,ILSVRC2012_val_00001512.JPEG,predicted,gradcam_abs,-0.10366008430719376,0.34246575832366943,False
cait_s24_224,31,ILSVRC2012_val_00001537.JPEG,predicted,gradcam_abs,-0.31830519437789917,0.22499999403953552,False
cait_s24_224,32,ILSVRC2012_val_00001570.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,33,ILSVRC2012_val_00001638.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,34,ILSVRC2012_val_00001642.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,35,ILSVRC2012_val_00001645.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,36,ILSVRC2012_val_00001648.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,37,ILSVRC2012_val_00001655.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,38,ILSVRC2012_val_00001659.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,39,ILSVRC2012_val_00001689.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,32,ILSVRC2012_val_00001570.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,33,ILSVRC2012_val_00001638.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,34,ILSVRC2012_val_00001642.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,35,ILSVRC2012_val_00001645.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,36,ILSVRC2012_val_00001648.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,37,ILSVRC2012_val_00001655.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,38,ILSVRC2012_val_00001659.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,39,ILSVRC2012_val_00001689.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,32,ILSVRC2012_val_00001570.JPEG,predicted,gradcam_relu,-0.054366517812013626,0.3243243098258972,False
cait_s24_224,33,ILSVRC2012_val_00001638.JPEG,predicted,gradcam_relu,-0.09642438590526581,0.21739129722118378,False
cait_s24_224,34,ILSVRC2012_val_00001642.JPEG,predicted,gradcam_relu,0.10904541611671448,0.19512194395065308,False
cait_s24_224,35,ILSVRC2012_val_00001645.JPEG,predicted,gradcam_relu,-0.058617088943719864,0.35172414779663086,False
cait_s24_224,36,ILSVRC2012_val_00001648.JPEG,predicted,gradcam_relu,-0.0877511203289032,0.30666667222976685,False
