model,image_name,condition,mix_gain,mlp_gain,total_gain
visformer_small,ILSVRC2012_val_00031593.JPEG,promotion,0.059091296046972275,0.020369956269860268,0.07946125417947769
visformer_small,ILSVRC2012_val_00031588.JPEG,stable_high,0.07450748234987259,0.012642034329473972,0.08714951574802399
visformer_small,ILSVRC2012_val_00031593.JPEG,stable_high,0.05152413621544838,0.010401325300335884,0.06192546337842941
visformer_small,ILSVRC2012_val_00031588.JPEG,stable_low,0.06769827753305435,0.025200406089425087,0.09289868175983429
visformer_small,ILSVRC2012_val_00031593.JPEG,stable_low,0.057285092771053314,0.013220957480370998,0.07050605118274689
visformer_small,ILSVRC2012_val_00031588.JPEG,random,0.07590017467737198,0.012487675063312054,0.08838784694671631
visformer_small,ILSVRC2012_val_00031593.JPEG,random,0.057322919368743896,0.014806159771978855,0.07212907820940018
visformer_small,ILSVRC2012_val_00031629.JPEG,promotion,0.06941813975572586,0.01192775834351778,0.08134590089321136
visformer_small,ILSVRC2012_val_00031647.JPEG,promotion,0.07461054623126984,0.017453501001000404,0.09206404536962509
visformer_small,ILSVRC2012_val_00031629.JPEG,stable_high,0.06312360614538193,-0.00555132981389761,0.05757227912545204
visformer_small,ILSVRC2012_val_00031647.JPEG,stable_high,0.04587665572762489,0.013592771254479885,0.05946942791342735
visformer_small,ILSVRC2012_val_00031629.JPEG,stable_low,0.059797924011945724,0.026140285655856133,0.0859382152557373
visformer_small,ILSVRC2012_val_00031647.JPEG,stable_low,0.06712371110916138,0.04073837399482727,0.10786207765340805
